EXAMIN_DE,EXAMIN_AREA_NM,EXAMIN_AREA_CD,EXAMIN_MRKT_NM,PRDLST_CD,PRDLST_DETAIL_NM,EXAMIN_MRKT_CD,DISTB_STEP,PRDLST_DETAIL_CD,GRAD_CD,PRDLST_NM,DISTB_STEP_SE,EXAMIN_AMT,BFRT_EXAMIN_AMT,STNDRD,GRAD,MONTH
2022-02-24,경기의정부,3124,A-유통,212,일반,1,소비자가격,0,2,양배추,7,3490,2490,1포기,중(2등급),2022-02
2022-02-24,강원춘천,3200,춘천중앙시장,212,일반,1,소비자가격,0,2,양배추,7,3660,3660,1포기,중(2등급),2022-02
2022-02-24,강원,3204,E-유통,212,일반,1,소비자가격,0,2,양배추,7,3290,3290,1포기,중(2등급),2022-02
2022-02-24,강원강릉,3214,중앙시장,212,일반,1,소비자가격,0,2,양배추,7,2330,2330,1포기,중(2등급),2022-02
2022-02-24,강원강릉,3214,A-유통,212,일반,11,소비자가격,0,2,양배추,7,3490,2490,1포기,중(2등급),2022-02
2022-02-24,충북청주,3300,육거리시장,212,일반,1,소비자가격,0,2,양배추,7,2500,2500,1포기,중(2등급),2022-02
2022-02-24,전주,3504,C-유통,212,일반,1,소비자가격,0,2,양배추,7,3250,3480,1포기,중(2등급),2022-02
2022-02-24,전남순천,3604,A-유통,212,일반,1,소비자가격,0,2,양배추,7,3490,2490,1포기,중(2등급),2022-02
2022-02-24,경북포항,3700,죽도시장,212,일반,1,소비자가격,0,2,양배추,7,2160,2160,1포기,중(2등급),2022-02
2022-02-24,경북포항,3704,E-유통,212,일반,1,소비자가격,0,2,양배추,7,3290,3290,1포기,중(2등급),2022-02
2022-02-24,경북안동,3724,C-유통,212,일반,1,소비자가격,0,2,양배추,7,3250,3480,1포기,중(2등급),2022-02
2022-02-24,경남창원,3800,창원상남시장,212,일반,1,소비자가격,0,2,양배추,7,2660,2660,1포기,중(2등급),2022-02
2022-02-24,경남창원,3804,C-유통,212,일반,2,소비자가격,0,2,양배추,7,3250,3480,1포기,중(2등급),2022-02
2022-02-24,제주,3900,동문시장,212,일반,1,소비자가격,0,2,양배추,7,2000,2000,1포기,중(2등급),2022-02
2022-02-24,제주,3904,C-유통,212,일반,1,소비자가격,0,2,양배추,7,3250,1880,1포기,중(2등급),2022-02
2022-02-24,충북청주,3300,육거리시장,231,월동,1,소비자가격,6,2,무,7,1500,1500,1개,중(2등급),2022-02
2022-02-24,전북전주,3500,전주남부시장,231,월동,1,소비자가격,6,2,무,7,1330,1330,1개,중(2등급),2022-02
2022-02-24,전남순천,3604,A-유통,231,월동,1,소비자가격,6,2,무,7,1790,1490,1개,중(2등급),2022-02
2022-02-24,전남순천,3604,역전시장,231,월동,2,소비자가격,6,2,무,7,1330,1330,1개,중(2등급),2022-02
2022-02-24,경북포항,3700,죽도시장,231,월동,1,소비자가격,6,2,무,7,1330,1330,1개,중(2등급),2022-02
2022-02-24,경남창원,3800,창원상남시장,231,월동,1,소비자가격,6,2,무,7,1500,1500,1개,중(2등급),2022-02
2022-02-24,경기의정부,3124,A-유통,256,일반,1,소비자가격,0,1,파프리카,7,2490,2490,200G,상(1등급),2022-02
2022-02-24,강원춘천,3200,춘천중앙시장,256,일반,1,소비자가격,0,1,파프리카,7,2160,2160,200G,상(1등급),2022-02
2022-02-24,강원,3204,E-유통,256,일반,1,소비자가격,0,1,파프리카,7,1990,1990,200G,상(1등급),2022-02
2022-02-24,울산,2600,신정시장,248,일반,1,소비자가격,0,1,고춧가루,7,30000,30000,1KG,상(1등급),2022-02
2022-02-24,울산,2604,A-유통,248,일반,1,소비자가격,0,1,고춧가루,7,33600,33600,1KG,상(1등급),2022-02
2022-02-24,세종,2701,C-유통,248,일반,1,소비자가격,0,1,고춧가루,7,27960,27960,1KG,상(1등급),2022-02
2022-02-24,경기수원,3100,수원지동시장,248,일반,1,소비자가격,0,1,고춧가루,7,32000,32000,1KG,상(1등급),2022-02
2022-02-24,경기,3104,B-유통,248,일반,2,소비자가격,0,1,고춧가루,7,29000,29000,1KG,상(1등급),2022-02
2022-02-24,경기의정부,3124,A-유통,248,일반,1,소비자가격,0,1,고춧가루,7,33600,33600,1KG,상(1등급),2022-02
2022-02-24,강원춘천,3200,춘천중앙시장,248,일반,1,소비자가격,0,1,고춧가루,7,30000,30000,1KG,상(1등급),2022-02
2022-02-24,강원,3204,E-유통,248,일반,1,소비자가격,0,1,고춧가루,7,29800,29800,1KG,상(1등급),2022-02
2022-02-24,강원강릉,3214,중앙시장,248,일반,1,소비자가격,0,1,고춧가루,7,30500,30500,1KG,상(1등급),2022-02
2022-02-24,강원강릉,3214,A-유통,248,일반,11,소비자가격,0,1,고춧가루,7,33600,33600,1KG,상(1등급),2022-02
2022-02-24,충북청주,3300,육거리시장,248,일반,1,소비자가격,0,1,고춧가루,7,27300,27300,1KG,상(1등급),2022-02
2022-02-24,청주,3304,B-유통,248,일반,1,소비자가격,0,1,고춧가루,7,29000,29000,1KG,상(1등급),2022-02
2022-02-24,전북전주,3500,전주남부시장,248,일반,1,소비자가격,0,1,고춧가루,7,22600,22600,1KG,상(1등급),2022-02
2022-02-24,전주,3504,C-유통,248,일반,1,소비자가격,0,1,고춧가루,7,38400,38400,1KG,상(1등급),2022-02
2022-02-24,전남순천,3604,A-유통,248,일반,1,소비자가격,0,1,고춧가루,7,33600,33600,1KG,상(1등급),2022-02
2022-02-24,전남순천,3604,역전시장,248,일반,2,소비자가격,0,1,고춧가루,7,22800,22800,1KG,상(1등급),2022-02
2022-02-24,경북포항,3700,죽도시장,248,일반,1,소비자가격,0,1,고춧가루,7,26000,26000,1KG,상(1등급),2022-02
2022-02-24,경북포항,3704,E-유통,248,일반,1,소비자가격,0,1,고춧가루,7,35800,35800,1KG,상(1등급),2022-02
2022-02-24,경북안동,3724,C-유통,248,일반,1,소비자가격,0,1,고춧가루,7,27960,27960,1KG,상(1등급),2022-02
2022-02-24,경남창원,3800,창원상남시장,248,일반,1,소비자가격,0,1,고춧가루,7,28800,28800,1KG,상(1등급),2022-02
2022-02-24,경남창원,3804,C-유통,248,일반,2,소비자가격,0,1,고춧가루,7,27960,27960,1KG,상(1등급),2022-02
2022-02-24,제주,3900,동문시장,248,일반,1,소비자가격,0,1,고춧가루,7,34900,34900,1KG,상(1등급),2022-02
2022-02-24,제주,3904,C-유통,248,일반,1,소비자가격,0,1,고춧가루,7,38400,38400,1KG,상(1등급),2022-02
2022-02-24,서울서부,1102,경동시장,248,일반,12,소비자가격,1,1,고춧가루,7,11200,11200,1KG,상(1등급),2022-02
2022-02-24,서울,1104,C-유통,248,일반,3,소비자가격,1,1,고춧가루,7,12800,12800,1KG,상(1등급),2022-02
2022-02-24,부산,2100,부전시장,248,일반,22,소비자가격,1,1,고춧가루,7,11000,11000,1KG,상(1등급),2022-02
2022-02-24,부산,2104,D-유통,248,일반,2,소비자가격,1,1,고춧가루,7,11920,11920,1KG,상(1등급),2022-02
2022-02-24,대구,2200,칠성시장,248,일반,24,소비자가격,1,1,고춧가루,7,11000,11000,1KG,상(1등급),2022-02
2022-02-24,대구,2204,C-유통,248,일반,1,소비자가격,1,1,고춧가루,7,12800,12800,1KG,상(1등급),2022-02
2022-02-24,인천,2300,현대시장,248,일반,36,소비자가격,1,1,고춧가루,7,10000,10000,1KG,상(1등급),2022-02
2022-02-24,광주,2401,양동시장,248,일반,21,소비자가격,1,1,고춧가루,7,10000,10000,1KG,상(1등급),2022-02
2022-02-24,광주,2404,C-유통,248,일반,3,소비자가격,1,1,고춧가루,7,12800,12800,1KG,상(1등급),2022-02
2022-02-24,대전,2501,역전시장,248,일반,12,소비자가격,1,1,고춧가루,7,13300,13300,1KG,상(1등급),2022-02
2022-02-24,대전,2504,C-유통,248,일반,1,소비자가격,1,1,고춧가루,7,12800,12800,1KG,상(1등급),2022-02
2022-02-24,대전,2504,E-유통,248,일반,2,소비자가격,1,1,고춧가루,7,14000,14000,1KG,상(1등급),2022-02
2022-02-24,울산,2600,신정시장,248,일반,1,소비자가격,1,1,고춧가루,7,13000,13000,1KG,상(1등급),2022-02
2022-02-24,세종,2701,C-유통,248,일반,1,소비자가격,1,1,고춧가루,7,12800,12800,1KG,상(1등급),2022-02
2022-02-24,경기수원,3100,수원지동시장,248,일반,1,소비자가격,1,1,고춧가루,7,14600,14600,1KG,상(1등급),2022-02
2022-02-24,서울서부,1102,경동시장,212,일반,12,소비자가격,0,1,양배추,7,3830,3830,1포기,상(1등급),2022-02
2022-02-24,서울서부,1102,복조리시장,212,일반,13,소비자가격,0,1,양배추,7,3330,3330,1포기,상(1등급),2022-02
2022-02-24,서울,1104,B-유통,212,일반,6,소비자가격,0,1,양배추,7,1980,2350,1포기,상(1등급),2022-02
2022-02-24,부산,2100,부전시장,212,일반,22,소비자가격,0,1,양배추,7,3000,3000,1포기,상(1등급),2022-02
2022-02-24,대구,2200,칠성시장,212,일반,24,소비자가격,0,1,양배추,7,3000,3000,1포기,상(1등급),2022-02
2022-02-24,강원강릉,3214,중앙시장,256,일반,1,소비자가격,0,1,파프리카,7,2500,2500,200G,상(1등급),2022-02
2022-02-24,강원강릉,3214,A-유통,256,일반,11,소비자가격,0,1,파프리카,7,2490,2490,200G,상(1등급),2022-02
2022-02-24,충북청주,3300,육거리시장,256,일반,1,소비자가격,0,1,파프리카,7,2000,2000,200G,상(1등급),2022-02
2022-02-24,청주,3304,B-유통,256,일반,1,소비자가격,0,1,파프리카,7,1680,1680,200G,상(1등급),2022-02
2022-02-24,전북전주,3500,전주남부시장,256,일반,1,소비자가격,0,1,파프리카,7,2000,2000,200G,상(1등급),2022-02
2022-02-24,전주,3504,C-유통,256,일반,1,소비자가격,0,1,파프리카,7,2330,2330,200G,상(1등급),2022-02
2022-02-24,전남순천,3604,A-유통,256,일반,1,소비자가격,0,1,파프리카,7,2490,2490,200G,상(1등급),2022-02
2022-02-24,전남순천,3604,역전시장,256,일반,2,소비자가격,0,1,파프리카,7,2000,2000,200G,상(1등급),2022-02
2022-02-24,경북포항,3700,죽도시장,256,일반,1,소비자가격,0,1,파프리카,7,1730,1730,200G,상(1등급),2022-02
2022-02-24,경북포항,3704,E-유통,256,일반,1,소비자가격,0,1,파프리카,7,1990,1990,200G,상(1등급),2022-02
2022-02-24,경북안동,3724,C-유통,256,일반,1,소비자가격,0,1,파프리카,7,2330,2330,200G,상(1등급),2022-02
2022-02-24,경남창원,3800,창원상남시장,256,일반,1,소비자가격,0,1,파프리카,7,2000,2000,200G,상(1등급),2022-02
2022-02-24,경남창원,3804,C-유통,256,일반,2,소비자가격,0,1,파프리카,7,2330,2330,200G,상(1등급),2022-02
2022-02-24,제주,3900,동문시장,256,일반,1,소비자가격,0,1,파프리카,7,1930,2130,200G,상(1등급),2022-02
2022-02-24,제주,3904,C-유통,256,일반,1,소비자가격,0,1,파프리카,7,2330,2330,200G,상(1등급),2022-02
2022-02-24,서울서부,1102,경동시장,256,일반,12,소비자가격,0,2,파프리카,7,1500,1500,200G,중(2등급),2022-02
2022-02-24,서울서부,1102,복조리시장,256,일반,13,소비자가격,0,2,파프리카,7,1500,1500,200G,중(2등급),2022-02
2022-02-24,부산,2100,부전시장,256,일반,22,소비자가격,0,2,파프리카,7,1700,1700,200G,중(2등급),2022-02
2022-02-24,대구,2200,칠성시장,256,일반,24,소비자가격,0,2,파프리카,7,1430,1430,200G,중(2등급),2022-02
2022-02-24,인천,2300,현대시장,256,일반,36,소비자가격,0,2,파프리카,7,1500,1500,200G,중(2등급),2022-02
2022-02-24,광주,2401,양동시장,256,일반,21,소비자가격,0,2,파프리카,7,1500,1500,200G,중(2등급),2022-02
2022-02-24,대전,2501,역전시장,256,일반,12,소비자가격,0,2,파프리카,7,1330,1330,200G,중(2등급),2022-02
2022-02-24,울산,2600,신정시장,256,일반,1,소비자가격,0,2,파프리카,7,1500,1500,200G,중(2등급),2022-02
2022-02-24,경기수원,3100,수원지동시장,256,일반,1,소비자가격,0,2,파프리카,7,1700,1700,200G,중(2등급),2022-02
2022-02-24,충북청주,3300,육거리시장,256,일반,1,소비자가격,0,2,파프리카,7,1500,1500,200G,중(2등급),2022-02
2022-02-24,전북전주,3500,전주남부시장,256,일반,1,소비자가격,0,2,파프리카,7,1500,1500,200G,중(2등급),2022-02
2022-02-24,전남순천,3604,역전시장,256,일반,2,소비자가격,0,2,파프리카,7,1500,1500,200G,중(2등급),2022-02
2022-02-24,경남창원,3800,창원상남시장,256,일반,1,소비자가격,0,2,파프리카,7,1500,1500,200G,중(2등급),2022-02
2022-02-24,인천,2300,현대시장,212,일반,36,소비자가격,0,1,양배추,7,3660,3660,1포기,상(1등급),2022-02
2022-02-24,광주,2401,양동시장,212,일반,21,소비자가격,0,1,양배추,7,3000,3000,1포기,상(1등급),2022-02
2022-02-24,대전,2501,역전시장,212,일반,12,소비자가격,0,1,양배추,7,3000,3000,1포기,상(1등급),2022-02
2022-02-24,울산,2600,신정시장,212,일반,1,소비자가격,0,1,양배추,7,3000,3000,1포기,상(1등급),2022-02
2022-02-24,경기수원,3100,수원지동시장,212,일반,1,소비자가격,0,1,양배추,7,3000,3000,1포기,상(1등급),2022-02
2022-02-24,강원춘천,3200,춘천중앙시장,212,일반,1,소비자가격,0,1,양배추,7,4160,4160,1포기,상(1등급),2022-02
2022-02-24,강원강릉,3214,중앙시장,212,일반,1,소비자가격,0,1,양배추,7,3330,3330,1포기,상(1등급),2022-02
2022-02-24,청주,3304,B-유통,212,일반,1,소비자가격,0,1,양배추,7,2480,2350,1포기,상(1등급),2022-02
2022-02-24,전북전주,3500,전주남부시장,212,일반,1,소비자가격,0,1,양배추,7,3160,3160,1포기,상(1등급),2022-02
2022-02-24,전남순천,3604,역전시장,212,일반,2,소비자가격,0,1,양배추,7,3000,3000,1포기,상(1등급),2022-02
2022-02-24,경북포항,3700,죽도시장,212,일반,1,소비자가격,0,1,양배추,7,3000,3000,1포기,상(1등급),2022-02
2022-02-24,경남창원,3800,창원상남시장,212,일반,1,소비자가격,0,1,양배추,7,3330,3330,1포기,상(1등급),2022-02
2022-02-24,제주,3900,동문시장,212,일반,1,소비자가격,0,1,양배추,7,3000,3000,1포기,상(1등급),2022-02
2022-02-24,강원춘천,3200,춘천중앙시장,248,일반,1,소비자가격,1,1,고춧가루,7,13300,13300,1KG,상(1등급),2022-02
2022-02-24,강원강릉,3214,중앙시장,248,일반,1,소비자가격,1,1,고춧가루,7,14400,14400,1KG,상(1등급),2022-02
2022-02-24,충북청주,3300,육거리시장,248,일반,1,소비자가격,1,1,고춧가루,7,12600,12600,1KG,상(1등급),2022-02
2022-02-24,전북전주,3500,전주남부시장,248,일반,1,소비자가격,1,1,고춧가루,7,10000,10000,1KG,상(1등급),2022-02
2022-02-24,전주,3504,C-유통,248,일반,1,소비자가격,1,1,고춧가루,7,12800,12800,1KG,상(1등급),2022-02
2022-02-24,전남순천,3604,역전시장,248,일반,2,소비자가격,1,1,고춧가루,7,11000,11000,1KG,상(1등급),2022-02
2022-02-24,경북포항,3700,죽도시장,248,일반,1,소비자가격,1,1,고춧가루,7,11300,11300,1KG,상(1등급),2022-02
2022-02-24,경북안동,3724,C-유통,248,일반,1,소비자가격,1,1,고춧가루,7,12800,12800,1KG,상(1등급),2022-02
2022-02-24,경남창원,3800,창원상남시장,248,일반,1,소비자가격,1,1,고춧가루,7,12300,12300,1KG,상(1등급),2022-02
2022-02-24,경남창원,3804,C-유통,248,일반,2,소비자가격,1,1,고춧가루,7,12800,12800,1KG,상(1등급),2022-02
2022-02-24,제주,3900,동문시장,248,일반,1,소비자가격,1,1,고춧가루,7,13300,13300,1KG,상(1등급),2022-02
2022-02-24,서울서부,1102,경동시장,256,일반,12,소비자가격,0,1,파프리카,7,2000,2000,200G,상(1등급),2022-02
2022-02-24,서울서부,1102,복조리시장,256,일반,13,소비자가격,0,1,파프리카,7,2000,2000,200G,상(1등급),2022-02
2022-02-24,서울,1104,E-유통,256,일반,1,소비자가격,0,1,파프리카,7,1990,1990,200G,상(1등급),2022-02
2022-02-24,서울,1104,A-유통,256,일반,2,소비자가격,0,1,파프리카,7,2490,2490,200G,상(1등급),2022-02
2022-02-24,서울,1104,C-유통,256,일반,3,소비자가격,0,1,파프리카,7,2330,2330,200G,상(1등급),2022-02
2022-02-24,서울,1104,B-유통,256,일반,6,소비자가격,0,1,파프리카,7,1990,1990,200G,상(1등급),2022-02
2022-02-24,서울,1104,F-유통,256,일반,8,소비자가격,0,1,파프리카,7,1990,1990,200G,상(1등급),2022-02
2022-02-24,부산,2100,부전시장,256,일반,22,소비자가격,0,1,파프리카,7,2000,2000,200G,상(1등급),2022-02
2022-02-24,부산,2104,A-유통,256,일반,1,소비자가격,0,1,파프리카,7,2490,2490,200G,상(1등급),2022-02
2022-02-24,부산,2104,D-유통,256,일반,2,소비자가격,0,1,파프리카,7,1790,1790,200G,상(1등급),2022-02
2022-02-24,대구,2200,칠성시장,256,일반,24,소비자가격,0,1,파프리카,7,1930,1930,200G,상(1등급),2022-02
2022-02-24,대구,2204,C-유통,256,일반,1,소비자가격,0,1,파프리카,7,2330,2330,200G,상(1등급),2022-02
2022-02-24,대구,2204,A-유통,256,일반,3,소비자가격,0,1,파프리카,7,2490,2490,200G,상(1등급),2022-02
2022-02-24,인천,2300,현대시장,256,일반,36,소비자가격,0,1,파프리카,7,2000,2000,200G,상(1등급),2022-02
2022-02-24,인천,2304,E-유통,256,일반,1,소비자가격,0,1,파프리카,7,1990,1990,200G,상(1등급),2022-02
2022-02-24,광주,2401,양동시장,256,일반,21,소비자가격,0,1,파프리카,7,2000,2000,200G,상(1등급),2022-02
2022-02-24,광주,2404,A-유통,256,일반,1,소비자가격,0,1,파프리카,7,2490,2490,200G,상(1등급),2022-02
2022-02-24,광주,2404,C-유통,256,일반,3,소비자가격,0,1,파프리카,7,2330,2330,200G,상(1등급),2022-02
2022-02-24,대전,2501,역전시장,256,일반,12,소비자가격,0,1,파프리카,7,1830,1830,200G,상(1등급),2022-02
2022-02-24,대전,2504,C-유통,256,일반,1,소비자가격,0,1,파프리카,7,2330,2330,200G,상(1등급),2022-02
2022-02-24,대전,2504,E-유통,256,일반,2,소비자가격,0,1,파프리카,7,1990,1990,200G,상(1등급),2022-02
2022-02-24,울산,2600,신정시장,256,일반,1,소비자가격,0,1,파프리카,7,2000,2000,200G,상(1등급),2022-02
2022-02-24,울산,2604,A-유통,256,일반,1,소비자가격,0,1,파프리카,7,2490,2490,200G,상(1등급),2022-02
2022-02-24,세종,2701,C-유통,256,일반,1,소비자가격,0,1,파프리카,7,2330,2330,200G,상(1등급),2022-02
2022-02-24,경기수원,3100,수원지동시장,256,일반,1,소비자가격,0,1,파프리카,7,2000,2000,200G,상(1등급),2022-02
2022-02-24,경기,3104,B-유통,256,일반,2,소비자가격,0,1,파프리카,7,2100,2100,200G,상(1등급),2022-02
2022-02-24,서울서부,1102,서울가락동도매시장,246,대파,11,도매가격,0,1,파,6,1700,1750,1KG,상(1등급),2022-02
2022-02-24,부산,2100,부산엄궁농수산도매,246,대파,42,도매가격,0,1,파,6,1500,1700,1KG,상(1등급),2022-02
2022-02-24,대구,2200,대구북부도매시장,246,대파,21,도매가격,0,1,파,6,1600,1600,1KG,상(1등급),2022-02
2022-02-24,대전,2501,대전오정농수산물도매,246,대파,13,도매가격,0,1,파,6,1830,1600,1KG,상(1등급),2022-02
2022-02-24,서울서부,1102,경동시장,246,대파,12,소비자가격,0,1,파,7,2500,2500,1KG,상(1등급),2022-02
2022-02-24,서울서부,1102,복조리시장,246,대파,13,소비자가격,0,1,파,7,2330,2330,1KG,상(1등급),2022-02
2022-02-24,서울,1104,E-유통,246,대파,1,소비자가격,0,1,파,7,2490,3110,1KG,상(1등급),2022-02
2022-02-24,서울,1104,A-유통,246,대파,2,소비자가격,0,1,파,7,3480,3480,1KG,상(1등급),2022-02
2022-02-24,서울,1104,C-유통,246,대파,3,소비자가격,0,1,파,7,2580,2580,1KG,상(1등급),2022-02
2022-02-24,서울,1104,B-유통,246,대파,6,소비자가격,0,1,파,7,2270,2050,1KG,상(1등급),2022-02
2022-02-24,서울,1104,F-유통,246,대파,8,소비자가격,0,1,파,7,2490,3110,1KG,상(1등급),2022-02
